disease,species,module_id,human_edge,target_edge
BC,mouse,6,ESR1 - NCOA2,Esr1-Ncoa2
BC,mouse,7,PSEN1 - CDH1,Psen1-Cdh1
BC,mouse,7,MAPRE2 - APC,Mapre2-Apc
BC,mouse,7,AXIN1 - APC,Axin1-Apc
BC,mouse,7,APC - CSNK1E,Apc-Csnk1e
BC,mouse,7,APC - GSK3B,Apc-Gsk3b
BC,mouse,7,APC - KDM1A,Apc-Kdm1a
BC,mouse,7,CDH1 - CTNND1,Cdh1-Ctnnd1
BC,mouse,8,PSMD10 - CDK4,Psmd10-Cdk4
BC,mouse,8,CEBPA - CDK4,Cebpa-Cdk4
BC,mouse,8,CCND2 - CDK4,Ccnd2-Cdk4
BC,mouse,8,CDKN1A - CDK4,Cdkn1a-Cdk4
BC,mouse,8,CCND3 - CDK4,Ccnd3-Cdk4
BC,mouse,8,CDK4 - CDKN1B,Cdk4-Cdkn1b
BC,mouse,8,CDK4 - CDKN2D,Cdk4-Cdkn2d
BC,mouse,8,CDK4 - RB1,Cdk4-Rb1
BC,mouse,12,RAD51B - XRCC2,Rad51b-Xrcc2
BC,mouse,12,RAD51D - RAD51C,Rad51d-Rad51c
BC,mouse,12,RAD51D - RNF138,Rad51d-Rnf138
BC,mouse,12,RAD51D - XRCC2,Rad51d-Xrcc2
BC,mouse,13,MAPT - BIN1,Mapt-Bin1
BC,mouse,13,ITCH - BIN1,Itch-Bin1
BC,mouse,13,RIN3 - BIN1,Rin3-Bin1
BC,mouse,13,Dnm1 - BIN1,Dnm1-Bin1
BC,mouse,13,MTM1 - BIN1,Mtm1-Bin1
BC,mouse,13,POLR2M - BIN1,Polr2m-Bin1
BC,mouse,13,SOS1 - BIN1,Sos1-Bin1
BC,mouse,13,BIN1 - CHMP4B,Bin1-Chmp4b
BC,mouse,13,BIN1 - CLIP1,Bin1-Clip1
BC,mouse,13,BIN1 - E2F1,Bin1-E2f1
BC,mouse,13,BIN1 - EHBP1L1,Bin1-Ehbp1l1
BC,mouse,13,BIN1 - SNX4,Bin1-Snx4
BC,mouse,14,CHEK2 - RCHY1,Chek2-Rchy1
BC,mouse,14,KAT5 - ATM,Kat5-Atm
BC,mouse,14,TELO2 - ATM,Telo2-Atm
BC,mouse,14,TCF4 - TWIST1,Tcf4-Twist1
BC,mouse,14,TCF3 - TWIST1,Tcf3-Twist1
BC,mouse,14,PPP2R1A - ATM,Ppp2r1a-Atm
BC,mouse,14,ATM - RRM2B,Atm-Rrm2b
BC,mouse,14,TRIB3 - TWIST1,Trib3-Twist1
BC,mouse,16,ERCC4 - SLX4,Ercc4-Slx4
BC,mouse,16,CHAF1A - MSH6,Chaf1a-Msh6
BC,mouse,16,NBN - MSH6,Nbn-Msh6
BC,mouse,16,NBN - FANCD2,Nbn-Fancd2
BC,mouse,16,NBN - RAD50,Nbn-Rad50
BC,mouse,16,NBN - RBBP8,Nbn-Rbbp8
BC,mouse,16,NBN - RFC1,Nbn-Rfc1
BC,mouse,16,NBN - TOPBP1,Nbn-Topbp1
BC,mouse,16,RAD50 - USP7,Rad50-Usp7
BC,mouse,16,MLH3 - FAN1,Mlh3-Fan1
BC,mouse,16,MSH6 - MSH2,Msh6-Msh2
BC,mouse,16,MSH6 - RFC1,Msh6-Rfc1
BC,mouse,16,MSH6 - TOPBP1,Msh6-Topbp1
BC,mouse,16,APEX1 - MUTYH,Apex1-Mutyh
BC,mouse,16,FAN1 - MLH1,Fan1-Mlh1
BC,mouse,16,FAN1 - PMS2,Fan1-Pms2
BC,mouse,17,HGS - TSG101,Hgs-Tsg101
BC,mouse,17,CHMP5 - TSG101,Chmp5-Tsg101
BC,mouse,17,UBAP1 - TSG101,Ubap1-Tsg101
BC,mouse,17,VPS37C - TSG101,Vps37c-Tsg101
BC,mouse,17,VPS37A - TSG101,Vps37a-Tsg101
BC,mouse,17,MGRN1 - TSG101,Mgrn1-Tsg101
BC,mouse,17,TSG101 - MVB12B,Tsg101-Mvb12b
BC,mouse,17,TSG101 - SNF8,Tsg101-Snf8
BC,mouse,17,TSG101 - VPS28,Tsg101-Vps28
BC,mouse,17,TSG101 - VPS37B,Tsg101-Vps37b
BC,mouse,21,GNB5 - GNG3,Gnb5-Gng3
BC,mouse,21,GNB3 - GNG3,Gnb3-Gng3
BC,mouse,21,GNB1 - GNG3,Gnb1-Gng3
BC,mouse,21,GNG3 - GNB2,Gng3-Gnb2
BC,yeast,13,AMPH - BIN1,PIN3-LSB1; LSB1-PIN3
BC,yeast,13,BIN2 - BIN1,PIN3-LSB1; LSB1-PIN3
BC,yeast,13,BIN1 - NCAPD3,RVS167-YCS4
BC,yeast,16,ERCC4 - MSH2,RAD1-MSH2
BC,yeast,16,ERCC4 - RPA1,RAD1-RFA1
BC,yeast,16,ERCC4 - ERCC1,RAD1-RAD10
BC,yeast,16,ERCC4 - MUS81,RAD1-MUS81
BC,yeast,16,ERCC4 - XPA,RAD1-RAD14
BC,yeast,16,MSH3 - MLH1,MSH3-MLH1
BC,yeast,16,MSH3 - MSH2,MSH3-MSH2
BC,yeast,16,RAD50 - RPA1,RAD50-RFA1
BC,yeast,16,WDR76 - MSH6,CMR1-MSH6
BC,yeast,16,WDR76 - MSH2,CMR1-MSH2
BC,yeast,16,MLH3 - MLH1,MLH3-MLH1
BC,yeast,16,MLH3 - MSH4,MLH3-MSH4
BC,yeast,16,MLH3 - MSH5,MLH3-MSH5
BC,yeast,16,EXO1 - MLH1,EXO1-MLH1
BC,yeast,16,EXO1 - MSH2,EXO1-MSH2
BC,yeast,16,MSH6 - MLH1,MSH6-MLH1
BC,yeast,16,MSH6 - MSH2,MSH6-MSH2
BC,yeast,16,MSH6 - PCNA,MSH6-POL30
BC,yeast,16,MSH6 - PMS2,MSH6-PMS1
BC,yeast,16,MSH2 - MLH1,MSH2-MLH1
BC,yeast,16,MSH2 - ERCC1,MSH2-RAD10
BC,yeast,16,MSH2 - HDAC6,MSH2-HDA1
BC,yeast,16,MSH2 - PCNA,MSH2-POL30
BC,yeast,16,MSH2 - PMS2,MSH2-PMS1
BC,yeast,16,MSH2 - RPA1,MSH2-RFA1
BC,yeast,16,MSH2 - SMARCAD1,MSH2-FUN30
BC,yeast,16,PMS2 - MLH1,PMS1-MLH1
BC,yeast,16,PMS2 - PCNA,PMS1-POL30
BC,yeast,16,MSH4 - MLH1,MSH4-MLH1
BC,yeast,16,MLH1 - MSH5,MLH1-MSH5
BC,yeast,16,MLH1 - PCNA,MLH1-POL30
BC,yeast,17,VPS36 - TSG101,VPS36-STP22
BC,yeast,17,TSG101 - STAM2,STP22-VPS27; STP22-HSE1
BC,yeast,17,TSG101 - TOM1L1,STP22-VPS27; STP22-HSE1
BC,yeast,17,TSG101 - VPS28,STP22-VPS28
BC,yeast,18,PRC1 - CDK1,ASE1-CDC28
BC,fly,0,ECT2 - RHOA,pbl-Rho1
BC,fly,0,CIT - RHOA,sti-Rho1
BC,fly,0,PKN2 - RHOA,Pkn-Rho1
BC,fly,0,RHOA - ARHGDIA,Rho1-RhoGDI
BC,fly,0,RHOA - ARHGDIG,Rho1-RhoGDI
BC,fly,0,RHOA - ARHGEF2,Rho1-RhoGEF2
BC,fly,0,RHOA - PKN1,Rho1-Pkn
BC,fly,0,RHOA - PKN3,Rho1-Pkn
BC,fly,2,ING4 - TP53,CG7379-p53
BC,fly,2,ASPM - TP53,asp-p53
BC,fly,2,TOPORS - TP53,Topors-p53
BC,fly,2,FUBP1 - TP53,Imp-p53
BC,fly,2,DZIP3 - TP53,sip3-p53
BC,fly,2,LRPPRC - TP53,bsf-p53
BC,fly,2,CRYAB - TP53,Hsp26-p53; Hsp23-p53
BC,fly,2,ERCC3 - TP53,hay-p53
BC,fly,2,PIAS2 - TP53,Su(var)2-10-p53
BC,fly,2,RAD54L2 - TP53,CG4049-p53
BC,fly,2,BRD3 - TP53,tbrd-1-p53
BC,fly,2,SYVN1 - TP53,sip3-p53
BC,fly,2,HSF1 - TP53,Hsf-p53
BC,fly,2,SENP3 - TP53,Ulp1-p53
BC,fly,2,ING1 - TP53,CG7379-p53
BC,fly,2,IGF2BP3 - TP53,Imp-p53
BC,fly,2,TP53 - SOX4,p53-Sox102F
BC,fly,3,CADM1 - MPP3,Fas3-vari
BC,fly,3,NLGN3 - PIK3CA,Glt-Pi3K68D
BC,fly,3,RET - GFRA1,Ret-Gfrl
BC,fly,6,EPAS1 - ESR1,sima-ERR
BC,fly,7,Apc2 - APC,Apc-Apc2; Apc2-Apc
BC,fly,7,APC - JUP,Apc-arm; Apc2-arm
BC,fly,7,APC - KIFAP3,Apc-Kap3; Apc2-Kap3
BC,fly,11,THOC3 - THOC5,tex-thoc5
BC,fly,11,THOC2 - THOC5,tho2-thoc5
BC,fly,11,THOC5 - THOC1,thoc5-Hpr1
BC,fly,11,THOC5 - THOC7,thoc5-thoc7
BC,fly,12,RAD51C - XRCC3,spn-D-spn-B
BC,fly,13,MTM1 - BIN1,CG14411-Amph
BC,fly,14,CHEK2 - GINS2,lok-Psf2
BC,fly,14,RELA - TWIST1,dl-twi
BC,fly,14,TCF4 - TWIST1,da-Hand; da-HLH54F; da-twi; da-Fer3
BC,fly,14,TCF3 - TWIST1,da-Hand; da-HLH54F; da-twi; da-Fer3
BC,fly,15,USE1 - BSCL2,Use1-Seipin
BC,fly,16,ERCC4 - ERCC1,mei-9-Ercc1
BC,fly,16,NBN - RAD50,nbs-rad50
BC,fly,16,SPTAN1 - MLH1,alpha-Spec-Mlh1
BC,fly,16,PMS2 - MLH1,Pms2-Mlh1
BC,fly,17,VPS37C - TSG101,Vps37B-TSG101
BC,fly,17,TSG101 - ITSN1,TSG101-Dap160
BC,fly,17,TSG101 - VPS28,TSG101-Vps28
BC,fly,17,TSG101 - VPS37B,TSG101-Vps37B
BC,fly,17,TSG101 - VPS37D,TSG101-Vps37B
BC,fly,20,PTCH1 - ITGA4,ptc-scb
BC,fly,20,PTCH1 - ITGA6,ptc-scb
BC,fly,20,PTCH1 - ITGA7,ptc-scb
BC,fly,20,PTCH1 - ITGAV,ptc-scb
BC,fly,20,PTCH1 - SMO,ptc-smo
BC,fly,20,PTCH1 - WWP1,ptc-Su(dx)
