disease,species,module_id,human_gene,ortholog_in_network,degree_in_target
BC,mouse,0,ATP2A2,Atp2a2,1
BC,mouse,0,ARHGEF2,Arhgef2,2
BC,mouse,0,ITGB1,Itgb1,1
BC,mouse,0,SRGAP1,Srgap1,2
BC,mouse,0,SCRIB,Scrib,2
BC,mouse,0,KCTD13,Kctd13,5
BC,mouse,0,ARHGAP32,Arhgap32,1
BC,mouse,0,NUP155,Nup155,1
BC,mouse,0,PKN1,Pkn1,1
BC,mouse,0,SLC25A5,Slc25a5,1
BC,mouse,0,Plekhg5,Plekhg5,1
BC,mouse,0,HSPA1A,Hspa1b,1
BC,mouse,0,NQO2,Nqo2,4
BC,mouse,0,UBE2J1,Ube2j1,1
BC,mouse,0,LBR,Lbr,1
BC,mouse,0,PEAK1,Peak1,1
BC,mouse,1,PGR,Pgr,1
BC,mouse,1,KEAP1,Keap1,2
BC,mouse,1,UBE2N,Ube2n,1
BC,mouse,1,ENO1,Eno1,1
BC,mouse,1,MRPS22,Mrps22,1
BC,mouse,1,BRCC3,Brcc3,2
BC,mouse,1,POU2F1,Pou2f1,1
BC,mouse,1,HNRNPD,Hnrnpd,2
BC,mouse,1,PDS5B,Pds5b,1
BC,mouse,1,HAP1,Hap1,1
BC,mouse,1,USP11,Usp11,1
BC,mouse,1,PRR5,Prr5,1
BC,mouse,1,SP1,Sp1,1
BC,mouse,1,KIF20B,Kif20b,1
BC,mouse,1,EWSR1,Ewsr1,1
BC,mouse,1,TOP1,Top1,1
BC,mouse,1,PIN1,Pin1,1
BC,mouse,1,MAPK1,Mapk1,1
BC,mouse,1,CDK2,Cdk2,2
BC,mouse,1,STAT5A,Stat5a,1
BC,mouse,1,PPP1R9B,Ppp1r9b,2
BC,mouse,1,KPNA3,Kpna3,1
BC,mouse,1,USP22,Usp22,2
BC,mouse,1,EZH2,Ezh2,1
BC,mouse,1,BARD1,Bard1,4
BC,mouse,1,SUPT16H,Supt16,1
BC,mouse,1,PIAS4,Pias4,1
BC,mouse,1,CDK16,Cdk16,1
BC,mouse,1,CSTF2,Cstf2,1
BC,mouse,1,SMARCA2,Smarca2,1
BC,mouse,1,MORF4L1,Morf4l1,2
BC,mouse,1,ITPR1,Itpr1,1
BC,mouse,1,PALB2,Palb2,7
BC,mouse,1,PPP6R3,Ppp6r3,1
BC,mouse,1,GIT1,Git1,1
BC,mouse,1,BRCA1,Brca1,43
BC,mouse,1,PDLIM5,Pdlim5,1
BC,mouse,1,BRD7,Brd7,1
BC,mouse,1,DPPA3,Dppa3,1
BC,mouse,1,MCPH1,Mcph1,3
BC,mouse,1,DMC1,Dmc1,1
BC,mouse,1,ROCK2,Rock2,2
BC,mouse,1,ACACA,Acaca,2
BC,mouse,1,NOP2,Nop2,1
BC,mouse,1,EBNA1BP2,Ebna1bp2,1
BC,mouse,1,L3MBTL1,L3mbtl1,1
BC,mouse,1,MORF4L2,Morf4l2,1
BC,mouse,1,BRCA2,Brca2,26
BC,mouse,1,KIF20A,Kif20a,2
BC,mouse,1,MED21,Med21,1
BC,mouse,1,PLEC,Plec,1
BC,mouse,1,BCL2,Bcl2,1
BC,mouse,2,HCFC1,Hcfc1,2
BC,mouse,2,TTK,Ttk,1
BC,mouse,2,KAT2A,Kat2a,1
BC,mouse,2,KRT14,Krt14,1
BC,mouse,2,CASP14,Casp14,1
BC,mouse,2,HIPK2,Hipk2,1
BC,mouse,2,KRT5,Krt5,2
BC,mouse,2,PPIB,Ppib,1
BC,mouse,2,PDCD5,Pdcd5,1
BC,mouse,2,ZWINT,Zwint,1
BC,mouse,2,TRIM65,Trim65,1
BC,mouse,2,PPP1R13B,Ppp1r13b,2
BC,mouse,2,ZBTB16,Zbtb16,1
BC,mouse,2,CCNG1,Ccng1,1
BC,mouse,2,WAC,Wac,1
BC,mouse,2,BCL2L2,Bcl2l2,1
BC,mouse,2,PIAS2,Pias2,1
BC,mouse,2,NDN,Ndn,2
BC,mouse,2,UTP14A,Utp14a,1
BC,mouse,2,MRPS27,Mrps27,1
BC,mouse,2,BCL2L1,Bcl2l1,1
BC,mouse,2,CUL9,Cul9,1
BC,mouse,2,HDAC5,Hdac5,1
BC,mouse,2,UHRF2,Uhrf2,2
BC,mouse,2,ABR,Abr,1
BC,mouse,2,FBXO42,Fbxo42,1
BC,mouse,2,ANKRD2,Ankrd2,1
BC,mouse,2,ZBTB33,Zbtb33,1
BC,mouse,2,GSPT1,Gspt1,1
BC,mouse,2,GNL3L,Gnl3l,1
BC,mouse,2,YEATS2,Yeats2,1
BC,mouse,2,CUL7,Cul7,1
BC,mouse,2,TSC22D1,Tsc22d1,1
BC,mouse,2,TDP2,Tdp2,1
BC,mouse,2,MDM4,Mdm4,1
BC,mouse,2,RPGRIP1L,Rpgrip1l,1
BC,mouse,2,UBE2Q1,Ube2q1,1
BC,mouse,2,RPL11,Rpl11,1
BC,mouse,2,GLS2,Gls2,1
BC,mouse,2,DZIP3,Dzip3,2
BC,mouse,2,RNF128,Rnf128,1
BC,mouse,2,TGM2,Tgm2,1
BC,mouse,2,SSBP1,Ssbp1,1
BC,mouse,2,TAF6,Taf6,1
BC,mouse,2,CCT8,Cct8,1
BC,mouse,2,MYH9,Myh9,1
BC,mouse,2,DNAJC7,Dnajc7,1
BC,mouse,2,SEC24C,Sec24c,1
BC,mouse,2,DNMT1,Dnmt1,4
BC,mouse,2,TP53,Trp53,99
BC,mouse,2,TMUB1,Tmub1,1
BC,mouse,2,PC,Pcx,1
BC,mouse,2,KDM4C,Kdm4c,1
BC,mouse,2,CASP3,Casp3,1
BC,mouse,2,EHMT1,Ehmt1,1
BC,mouse,2,CRYAB,Cryab,1
BC,mouse,2,OBSL1,Obsl1,2
BC,mouse,2,HTT,Htt,4
BC,mouse,2,DAPK1,Dapk1,1
BC,mouse,2,PDCD6,Pdcd6,1
BC,mouse,2,DTX3,Dtx3,1
BC,mouse,3,TNK2,Tnk2,1
BC,mouse,3,GGA2,Gga2,1
BC,mouse,3,SH3GL2,Sh3gl2,1
BC,mouse,3,AGFG1,Agfg1,1
BC,mouse,3,ABL2,Abl2,1
BC,mouse,3,CSF1R,Csf1r,1
BC,mouse,3,ARHGEF1,Arhgef1,1
BC,mouse,3,PIK3CB,Pik3cb,1
BC,mouse,3,MET,Met,47
BC,mouse,3,GAB1,Gab1,1
BC,mouse,3,INSR,Insr,1
BC,mouse,3,SOX2,Sox2,3
BC,mouse,3,HCK,Hck,2
BC,mouse,3,NTRK2,Ntrk2,1
BC,mouse,3,PFKP,Pfkp,1
BC,mouse,3,SH3GL3,Sh3gl3,1
BC,mouse,3,SRC,Src,2
BC,mouse,3,HYOU1,Hyou1,1
BC,mouse,3,ERBB2,Erbb2,1
BC,mouse,3,CBL,Cbl,3
BC,mouse,3,PTK2B,Ptk2b,2
BC,mouse,3,VAV1,Vav1,1
BC,mouse,3,CRK,Crk,1
BC,mouse,3,NUMBL,Numbl,1
BC,mouse,3,AXL,Axl,2
BC,mouse,3,GGA3,Gga3,1
BC,mouse,3,CADM1,Cadm1,19
BC,mouse,3,NF1,Nf1,2
BC,mouse,3,IRS1,Irs1,3
BC,mouse,3,TNIK,Tnik,4
BC,mouse,3,GRIN2B,Grin2b,2
BC,mouse,3,GAPDH,Gapdh,2
BC,mouse,3,ACOT9,Acot10,1
BC,mouse,3,PIK3CA,Pik3ca,11
BC,mouse,3,AP1G1,Ap1g1,1
BC,mouse,3,HSPA1B,Hspa1b,1
BC,mouse,3,PDGFRA,Pdgfra,1
BC,mouse,3,FGD5,Fgd5,1
BC,mouse,3,ALK,Alk,1
BC,mouse,3,ZAP70,Zap70,1
BC,mouse,3,RET,Ret,22
BC,mouse,3,ITSN2,Itsn2,1
BC,mouse,3,EPS8,Eps8,1
BC,mouse,3,PTPRA,Ptpra,2
BC,mouse,3,PTK7,Ptk7,1
BC,mouse,3,PPM1A,Ppm1a,1
BC,mouse,3,CTNNB1,Ctnnb1,3
BC,mouse,3,MAPK9,Mapk9,2
BC,mouse,3,LRP1,Lrp1,2
BC,mouse,3,AP2A1,Ap2a1,2
BC,mouse,3,CTTN,Cttn,1
BC,mouse,3,GNAI3,Gnai3,2
BC,mouse,3,RNF19B,Rnf19b,2
BC,mouse,3,EGFR,Egfr,42
BC,mouse,3,ATXN2,Atxn2,2
BC,mouse,3,WNT2,Wnt2,1
BC,mouse,3,PIK3R1,Pik3r1,4
BC,mouse,3,APBB2,Apbb2,1
BC,mouse,3,DOK1,Dok1,1
BC,mouse,3,MAP4K5,Map4k5,1
BC,mouse,3,CBLB,Cblb,1
BC,mouse,3,PAK1,Pak1,2
BC,mouse,3,AP1S1,Ap1s1,1
BC,mouse,3,PTPN11,Ptpn11,1
BC,mouse,3,GRB7,Grb7,1
BC,mouse,3,ARHGEF7,Arhgef7,2
BC,mouse,3,TUBA1A,Tuba1a,1
BC,mouse,3,TAB1,Tab1,1
BC,mouse,3,AP2S1,Ap2s1,2
BC,mouse,3,PICALM,Picalm,1
BC,mouse,3,ABI1,Abi1,1
BC,mouse,3,EPS15,Eps15,2
BC,mouse,3,AP1M1,Ap1m1,1
BC,mouse,3,SHC3,Shc3,1
BC,mouse,3,GRB2,Grb2,2
BC,mouse,3,EPN1,Epn1,1
BC,mouse,3,LASP1,Lasp1,1
BC,mouse,3,RIN1,Rin1,1
BC,mouse,3,RASA1,Rasa1,1
BC,mouse,3,GJA1,Gja1,1
BC,mouse,3,FES,Fes,1
BC,mouse,3,HSP90AA1,Hsp90aa1,2
BC,mouse,3,ERBB3,Erbb3,2
BC,mouse,3,GRB10,Grb10,1
BC,mouse,3,PIK3C2B,Pik3c2b,1
BC,mouse,3,DNM2,Dnm2,1
BC,mouse,3,WASL,Wasl,1
BC,mouse,3,SNX9,Snx9,1
BC,mouse,3,SQSTM1,Sqstm1,2
BC,mouse,3,SPTLC1,Sptlc1,1
BC,mouse,3,GLUD1,Glud1,1
BC,mouse,3,SOS2,Sos2,1
BC,mouse,3,PRKCA,Prkca,1
BC,mouse,3,GFRA1,Gfra1,1
BC,mouse,3,EIF2B5,Eif2b5,1
BC,mouse,3,NCK2,Nck2,1
BC,mouse,4,KIT,Kit,2
BC,mouse,4,IFNGR1,Ifngr1,1
BC,mouse,4,JAK2,Jak2,2
BC,mouse,4,JAK1,Jak1,1
BC,mouse,4,Rnf220,Rnf220,1
BC,mouse,4,DOCK4,Dock4,1
BC,mouse,4,STAT1,Stat1,31
BC,mouse,4,RNF149,Rnf149,1
BC,mouse,4,SOCS5,Socs5,1
BC,mouse,4,IGBP1,Igbp1,1
BC,mouse,4,DDB1,Ddb1,3
BC,mouse,4,JUN,Jun,2
BC,mouse,4,IRAK1,Irak1,1
BC,mouse,4,ATF3,Atf3,1
BC,mouse,4,PIAS1,Pias1,2
BC,mouse,4,ABL1,Abl1,1
BC,mouse,5,ABCB1,Abcb1b,1
BC,mouse,5,NOS3,Nos3,1
BC,mouse,5,PDGFRB,Pdgfrb,1
BC,mouse,5,RHOB,Rhob,1
BC,mouse,5,MCL1,Mcl1,1
BC,mouse,5,XPO5,Xpo5,1
BC,mouse,5,FASN,Fasn,2
BC,mouse,5,CAV1,Cav1,16
BC,mouse,5,ATG5,Atg5,3
BC,mouse,5,KCNMA1,Kcnma1,1
BC,mouse,5,IKBKB,Ikbkb,3
BC,mouse,5,CC2D1A,Cc2d1a,1
BC,mouse,5,TFRC,Tfrc,19
BC,mouse,5,CXADR,Cxadr,1
BC,mouse,5,FLOT1,Flot1,1
BC,mouse,5,RAC1,Rac1,1
BC,mouse,5,AP2A2,Ap2a2,1
BC,mouse,5,DDR1,Ddr1,14
BC,mouse,5,GABARAP,Gabarap,1
BC,mouse,5,SHC1,Shc1,2
BC,mouse,5,RALY,Raly,1
BC,mouse,5,SCYL2,Scyl2,1
BC,mouse,5,BTK,Btk,1
BC,mouse,5,KCNA3,Kcna3,2
BC,mouse,6,CAMSAP3,Camsap3,1
BC,mouse,6,NME2,Nme2,1
BC,mouse,6,SIN3A,Sin3a,1
BC,mouse,6,NSD1,Nsd1,1
BC,mouse,6,POU4F1,Pou4f1,1
BC,mouse,6,CEBPB,Cebpb,1
BC,mouse,6,PRKDC,Prkdc,1
BC,mouse,6,EHMT2,Ehmt2,1
BC,mouse,6,PPP1CC,Ppp1cc,6
BC,mouse,6,OTUD7B,Otud7b,1
BC,mouse,6,NCOA1,Ncoa1,1
BC,mouse,6,CHD6,Chd6,1
BC,mouse,6,FMR1,Fmr1,3
BC,mouse,6,CUEDC2,Cuedc2,1
BC,mouse,6,PCBD2,Pcbd2,1
BC,mouse,6,SMARCE1,Smarce1,2
BC,mouse,6,SAFB,Safb,1
BC,mouse,6,MAP7,Map7,1
BC,mouse,6,SNRPE,Snrpe,1
BC,mouse,6,POLR2E,Polr2e,1
BC,mouse,6,GRIP1,Grip1,2
BC,mouse,6,NCOR2,Ncor2,1
BC,mouse,6,SLAIN2,Slain2,1
BC,mouse,6,TRIM24,Trim24,1
BC,mouse,6,CCND1,Ccnd1,1
BC,mouse,6,TUBB1,Tubb1,1
BC,mouse,6,ACTA2,Acta2,1
BC,mouse,6,TRPS1,Trps1,1
BC,mouse,6,NSF,Nsf,2
BC,mouse,6,POU4F2,Pou4f2,1
BC,mouse,6,TOM1,Tom1,2
BC,mouse,6,SKIL,Skil,1
BC,mouse,6,CREBBP,Crebbp,3
BC,mouse,6,KIAA1671,2900026A02Rik,1
BC,mouse,6,PURA,Pura,1
BC,mouse,6,KDM4B,Kdm4b,1
BC,mouse,6,EP300,Ep300,3
BC,mouse,6,ZMYND8,Zmynd8,1
BC,mouse,6,CORO1C,Coro1c,1
BC,mouse,6,PRR12,Prr12,1
BC,mouse,6,MACF1,Macf1,2
BC,mouse,6,PABPC4,Pabpc4,1
BC,mouse,6,CUL4B,Cul4b,4
BC,mouse,6,CBR1,Cbr1,1
BC,mouse,6,ZNF598,Zfp598,1
BC,mouse,6,NCOA6,Ncoa6,3
BC,mouse,6,TRAF3,Traf3,1
BC,mouse,6,ESR1,Esr1,31
BC,mouse,6,BCOR,Bcor,1
BC,mouse,6,SIRT1,Sirt1,2
BC,mouse,6,FTSJ3,Ftsj3,1
BC,mouse,6,TDG,Tdg,1
BC,mouse,6,TSC2,Tsc2,1
BC,mouse,6,SUZ12,Suz12,1
BC,mouse,6,GNL2,Gnl2,1
BC,mouse,6,MED16,Med16,1
BC,mouse,6,HNF1A,Hnf1a,7
BC,mouse,6,BCAS3,Bcas3,2
BC,mouse,6,HDAC4,Hdac4,4
BC,mouse,6,KMT2D,Kmt2d,1
BC,mouse,6,DHX30,Dhx30,1
BC,mouse,6,NCOA7,Ncoa7,1
BC,mouse,6,THRB,Thrb,116
BC,mouse,6,NCOR1,Ncor1,2
BC,mouse,6,RRP1B,Rrp1b,1
BC,mouse,6,FKBP4,Fkbp4,1
BC,mouse,6,TLE3,Tle3,1
BC,mouse,6,HNF1B,Hnf1b,1
BC,mouse,6,SIN3B,Sin3b,1
BC,mouse,6,POU5F1,Pou5f1,3
BC,mouse,6,NCOA2,Ncoa2,1
BC,mouse,6,PCBD1,Pcbd1,2
BC,mouse,7,GSK3B,Gsk3b,3
BC,mouse,7,IDH2,Idh2,1
BC,mouse,7,GSK3A,Gsk3a,1
BC,mouse,7,PSEN1,Psen1,1
BC,mouse,7,MKRN1,Mkrn1,1
BC,mouse,7,MAPRE2,Mapre2,1
BC,mouse,7,KLF4,Klf4,1
BC,mouse,7,MAGI1,Magi1,1
BC,mouse,7,CCDC6,Ccdc6,1
BC,mouse,7,FGFR1,Fgfr1,2
BC,mouse,7,ANLN,Anln,1
BC,mouse,7,AXIN1,Axin1,3
BC,mouse,7,APC,Apc,42
BC,mouse,7,MYO6,Myo6,1
BC,mouse,7,CDH1,Cdh1,38
BC,mouse,7,CTNND1,Ctnnd1,2
BC,mouse,7,CSNK1E,Csnk1e,2
BC,mouse,7,EZR,Ezr,1
BC,mouse,7,CDC27,Cdc27,1
BC,mouse,7,KDM1A,Kdm1a,2
BC,mouse,7,ASAP1,Asap1,1
BC,mouse,8,CCND2,Ccnd2,1
BC,mouse,8,KDM4A,Kdm4a,1
BC,mouse,8,CDKN1A,Cdkn1a,2
BC,mouse,8,SETDB1,Setdb1,1
BC,mouse,8,SKP2,Skp2,1
BC,mouse,8,CCND3,Ccnd3,1
BC,mouse,8,IVD,Ivd,1
BC,mouse,8,PSMD10,Psmd10,2
BC,mouse,8,HERC2,Herc2,1
BC,mouse,8,CEBPA,Cebpa,4
BC,mouse,8,PPP1CA,Ppp1ca,2
BC,mouse,8,PTK2,Ptk2,1
BC,mouse,8,ETV4,Etv4,1
BC,mouse,8,CDKN2A,Cdkn2a,1
BC,mouse,8,STK11,Stk11,13
BC,mouse,8,CDK4,Cdk4,27
BC,mouse,8,RCAN3,Rcan3,1
BC,mouse,8,MDM2,Mdm2,4
BC,mouse,8,BAP1,Bap1,2
BC,mouse,8,CDKN1B,Cdkn1b,2
BC,mouse,8,CDKN2D,Cdkn2d,1
BC,mouse,8,RB1,Rb1,1
BC,mouse,9,AP3S1,Ap3s1,1
BC,mouse,9,AURKAIP1,Aurkaip1,1
BC,mouse,9,STAU1,Stau1,1
BC,mouse,9,FBXO11,Fbxo11,6
BC,mouse,10,FZR1,Fzr1,1
BC,mouse,10,FRK,Frk,1
BC,mouse,10,RPS9,Rps9,1
BC,mouse,10,PICK1,Pick1,1
BC,mouse,10,DNAJA2,Dnaja2,1
BC,mouse,10,MCM7,Mcm7,1
BC,mouse,10,MAST2,Mast2,1
BC,mouse,10,NUMB,Numb,3
BC,mouse,10,RPL23A,Rpl23a,1
BC,mouse,10,TUFM,Tufm,1
BC,mouse,10,RPS27A,Rps27a,1
BC,mouse,10,TXN,Txn1,2
BC,mouse,10,DSP,Dsp,1
BC,mouse,10,MVP,Mvp,1
BC,mouse,10,TUBB,Tubb5,1
BC,mouse,10,DLG1,Dlg1,1
BC,mouse,10,PARK7,Park7,1
BC,mouse,10,NME1,Nme1,1
BC,mouse,10,CAD,Cad,1
BC,mouse,10,TUBA1B,Tuba1b,1
BC,mouse,10,TUBB4B,Tubb4b,1
BC,mouse,10,NDFIP1,Ndfip1,2
BC,mouse,10,EEF1A2,Eef1a2,1
BC,mouse,11,THOC5,Thoc5,5
BC,mouse,11,THOC1,Thoc1,1
BC,mouse,12,LZTS1,Lzts1,2
BC,mouse,12,KIFC3,Kifc3,1
BC,mouse,12,RAD51B,Rad51b,2
BC,mouse,12,BLM,Blm,3
BC,mouse,12,EEF1G,Eef1g,1
BC,mouse,12,RAD51,Rad51,4
BC,mouse,12,RAD51D,Rad51d,3
BC,mouse,12,RNF138,Rnf138,1
BC,mouse,12,XRCC2,Xrcc2,6
BC,mouse,12,RAD51C,Rad51c,6
BC,mouse,12,XRCC3,Xrcc3,2
BC,mouse,12,HELQ,Helq,1
BC,mouse,13,MAPT,Mapt,2
BC,mouse,13,ITCH,Itch,1
BC,mouse,13,RIN3,Rin3,1
BC,mouse,13,Dnm1,Dnm1,1
BC,mouse,13,MTM1,Mtm1,1
BC,mouse,13,POLR2M,Polr2m,1
BC,mouse,13,SOS1,Sos1,2
BC,mouse,13,BIN1,Bin1,1096
BC,mouse,13,E2F1,E2f1,1
BC,mouse,13,CLIP1,Clip1,3
BC,mouse,13,SNX4,Snx4,2
BC,mouse,13,CDH13,Cdh13,2
BC,mouse,13,CHMP4B,Chmp4b,2
BC,mouse,13,EHBP1L1,Ehbp1l1,1
BC,mouse,14,WWOX,Wwox,1
BC,mouse,14,MUC1,Muc1,1
BC,mouse,14,CHEK2,Chek2,6
BC,mouse,14,TP63,Trp63,1
BC,mouse,14,EP400,Ep400,1
BC,mouse,14,AP1B1,Ap1b1,2
BC,mouse,14,KAT5,Kat5,1
BC,mouse,14,SIAH2,Siah2,1
BC,mouse,14,BID,Bid,1
BC,mouse,14,TELO2,Telo2,1
BC,mouse,14,TCF4,Tcf4,1
BC,mouse,14,BTRC,Btrc,2
BC,mouse,14,TCF3,Tcf3,3
BC,mouse,14,CHUK,Chuk,1
BC,mouse,14,PPP2R1A,Ppp2r1a,1
BC,mouse,14,MAPK14,Mapk14,3
BC,mouse,14,IKBKG,Ikbkg,3
BC,mouse,14,PEX5,Pex5,1
BC,mouse,14,ATM,Atm,33
BC,mouse,14,MED1,Med1,1
BC,mouse,14,TRIB3,Trib3,1
BC,mouse,14,RCHY1,Rchy1,2
BC,mouse,14,RHEB,Rheb,1
BC,mouse,14,STAT3,Stat3,1
BC,mouse,14,TWIST1,Twist1,110
BC,mouse,14,FHL1,Fhl1,1
BC,mouse,14,RRM2B,Rrm2b,2
BC,mouse,14,ATMIN,Atmin,1
BC,mouse,14,PPP1R12A,Ppp1r12a,2
BC,mouse,14,CDX2,Cdx2,2
BC,mouse,14,MAP3K7,Map3k7,1
BC,mouse,15,SC5D,Sc5d,1
BC,mouse,15,GMCL1,Gmcl1,1
BC,mouse,15,HTR3A,Htr3a,1
BC,mouse,15,BSCL2,Bscl2,1
BC,mouse,16,ERCC4,Ercc4,5
BC,mouse,16,ATF2,Atf2,1
BC,mouse,16,PELI1,Peli1,1
BC,mouse,16,HSPA8,Hspa8,3
BC,mouse,16,CHAF1A,Chaf1a,6
BC,mouse,16,REV1,Rev1,1
BC,mouse,16,KIF11,Kif11,1
BC,mouse,16,BRIP1,Brip1,1
BC,mouse,16,ATRX,Atrx,1
BC,mouse,16,MAX,Max,1
BC,mouse,16,UBC,Ubc,6
BC,mouse,16,SLX4,Slx4,1
BC,mouse,16,NBN,Nbn,21
BC,mouse,16,RAD50,Rad50,20
BC,mouse,16,FANCD2,Fancd2,13
BC,mouse,16,TP73,Trp73,1
BC,mouse,16,MLH3,Mlh3,1
BC,mouse,16,TRIM33,Trim33,1
BC,mouse,16,FANCI,Fanci,1
BC,mouse,16,NCL,Ncl,1
BC,mouse,16,MSH6,Msh6,20
BC,mouse,16,DYNLL1,Dynll1,1
BC,mouse,16,ANXA2,Anxa2,1
BC,mouse,16,CDKL5,Cdkl5,1
BC,mouse,16,MSH2,Msh2,12
BC,mouse,16,UHRF1,Uhrf1,2
BC,mouse,16,AP2B1,Ap2b1,1
BC,mouse,16,APEX1,Apex1,1
BC,mouse,16,RBBP8,Rbbp8,4
BC,mouse,16,FAN1,Fan1,3
BC,mouse,16,TRIM29,Trim29,1
BC,mouse,16,ERCC1,Ercc1,1
BC,mouse,16,HDAC6,Hdac6,1
BC,mouse,16,HUWE1,Huwe1,2
BC,mouse,16,PMS2,Pms2,2
BC,mouse,16,RICTOR,Rictor,1
BC,mouse,16,UBR5,Ubr5,1
BC,mouse,16,USP48,Usp48,3
BC,mouse,16,TOPBP1,Topbp1,2
BC,mouse,16,HS1BP3,Hs1bp3,1
BC,mouse,16,VWA5A,"AW551984, Vwa5a",1
BC,mouse,16,ZFAND2B,Zfand2b,1
BC,mouse,16,MLH1,Mlh1,2
BC,mouse,16,ATR,Atr,1
BC,mouse,16,RFC1,Rfc1,3
BC,mouse,16,PPARG,Pparg,1
BC,mouse,16,MUTYH,Mutyh,4
BC,mouse,16,USP7,Usp7,4
BC,mouse,16,PCNA,Pcna,2
BC,mouse,17,SH3GLB2,Sh3glb2,1
BC,mouse,17,HGS,Hgs,2
BC,mouse,17,CHMP5,Chmp5,2
BC,mouse,17,LRSAM1,Lrsam1,1
BC,mouse,17,UBAP1,Ubap1,2
BC,mouse,17,DAXX,Daxx,1
BC,mouse,17,VPS37C,Vps37c,2
BC,mouse,17,PTPN23,Ptpn23,1
BC,mouse,17,VPS37A,Vps37a,2
BC,mouse,17,BCAR1,Bcar1,1
BC,mouse,17,MGRN1,Mgrn1,1
BC,mouse,17,RNF31,Rnf31,1
BC,mouse,17,TSG101,Tsg101,52
BC,mouse,17,ITSN1,Itsn1,2
BC,mouse,17,VPS28,Vps28,2
BC,mouse,17,SNF8,Snf8,2
BC,mouse,17,TNIP1,Tnip1,1
BC,mouse,17,GAS7,Gas7,1
BC,mouse,17,VPS37B,Vps37b,2
BC,mouse,17,SNCA,Snca,1
BC,mouse,17,MVB12B,Mvb12b,1
BC,mouse,18,CENPE,Cenpe,1
BC,mouse,18,DCTN1,Dctn1,1
BC,mouse,18,MDC1,Mdc1,2
BC,mouse,18,BAG2,Bag2,1
BC,mouse,18,KIF23,Kif23,1
BC,mouse,18,KIF14,Kif14,1
BC,mouse,18,TRIM37,Trim37,1
BC,mouse,18,TIMP3,Timp3,1
BC,mouse,18,ARHGEF17,Arhgef17,1
BC,mouse,18,NDEL1,Ndel1,1
BC,mouse,18,PRC1,Prc1,4
BC,mouse,20,PTCH1,Ptch1,2
BC,mouse,20,CACNA2D1,Cacna2d1,8
BC,mouse,20,SEMA6A,Sema6a,1
BC,mouse,21,GNB5,Gnb5,1
BC,mouse,21,GNB3,Gnb3,1
BC,mouse,21,GNA13,Gna13,1
BC,mouse,21,GNB1,Gnb1,1
BC,mouse,21,GNG3,Gng3,8
BC,mouse,21,GNA11,Gna11,1
BC,mouse,21,GNB2,Gnb2,1
BC,yeast,0,DHCR7,ERG4,1
BC,yeast,0,FMNL3,BNI1,1
BC,yeast,0,VRK2,"YCK1, YCK2",2
BC,yeast,0,ACBD5,ACB1,1
BC,yeast,0,MAP2K2,MKK2,1
BC,yeast,0,GORASP2,GRH1,1
BC,yeast,0,MFSD10,SIT1,1
BC,yeast,0,SOAT1,ARE1,1
BC,yeast,0,DIAPH1,BNI1,1
BC,yeast,0,ATP2A2,YPK9,1
BC,yeast,0,DIAPH3,BNI1,1
BC,yeast,0,NUP155,NUP170,1
BC,yeast,0,MAPK8,SLT2,2
BC,yeast,0,INF2,BNI1,1
BC,yeast,0,DDX47,RRP3,1
BC,yeast,0,DIAPH2,BNI1,1
BC,yeast,0,FMN2,BNI1,1
BC,yeast,0,DAAM1,BNI1,1
BC,yeast,1,MAP3K3,MKK2,1
BC,yeast,1,MNAT1,TFB3,1
BC,yeast,1,RPS7,RPS7A,1
BC,yeast,1,RPSA,RPS0A,1
BC,yeast,1,PDS5B,PDS5,2
BC,yeast,1,PRKAA2,KIN2,1
BC,yeast,1,MAPK1,SLT2,2
BC,yeast,1,BRAP,ETP1,1
BC,yeast,1,SUPT16H,SPT16,1
BC,yeast,1,PIAS4,"NFI1, SIZ1",2
BC,yeast,1,CAP1,SRV2,1
BC,yeast,1,GATA3,GZF3,1
BC,yeast,1,OLA1,OLA1,1
BC,yeast,1,SETX,"DNA2, SEN1",1
BC,yeast,1,PPP6R3,SAP155,1
BC,yeast,1,BUB1B,BUB1,1
BC,yeast,1,DMC1,DMC1,1
BC,yeast,1,RBBP4,RAD28,1
BC,yeast,1,RUVBL2,RVB2,2
BC,yeast,1,IPO5,PSE1,1
BC,yeast,1,EBNA1BP2,EBP2,1
BC,yeast,1,MAPK3,SLT2,2
BC,yeast,1,RPL3,RPL3,1
BC,yeast,1,CSNK1D,"YCK1, YCK2",2
BC,yeast,1,ASH2L,BRE2,1
BC,yeast,1,DYNC1H1,DYN1,2
BC,yeast,2,TAF9,TAF9,1
BC,yeast,2,HCFC1,KEL1,1
BC,yeast,2,ERCC3,SSL2,1
BC,yeast,2,TXNIP,ALY2,1
BC,yeast,2,UBB,UBI4,5
BC,yeast,2,ERCC8,RAD28,1
BC,yeast,2,PPIB,CPR1,1
BC,yeast,2,NLK,SLT2,2
BC,yeast,2,MAPK7,SLT2,2
BC,yeast,2,KDM4D,JHD2,6
BC,yeast,2,PIAS2,"NFI1, SIZ1",2
BC,yeast,2,GYS2,GSY2,1
BC,yeast,2,RPL26,RPL26A,1
BC,yeast,2,RPL5,RPL5,1
BC,yeast,2,FBXO42,KEL1,1
BC,yeast,2,MYL6B,MLC1,2
BC,yeast,2,NUAK1,KIN2,1
