disease,species,module_id,human_gene,ortholog_in_network,degree_in_target
BC,yeast,2,YEATS2,TAF14,2
BC,yeast,2,ERCC2,RAD3,1
BC,yeast,2,KAT6A,ESA1,1
BC,yeast,2,PSMC4,RPT3,1
BC,yeast,2,HSF1,HSF1,1
BC,yeast,2,HNRNPK,HEK2,4
BC,yeast,2,ZMIZ1,"NFI1, SIZ1",2
BC,yeast,2,RPS17,RPS17A,1
BC,yeast,2,PC,PYC2,1
BC,yeast,2,RPS2,RPS2,1
BC,yeast,2,RPL19,RPL19B,1
BC,yeast,2,VRK3,"YCK1, YCK2",2
BC,yeast,3,GGA2,"HSE1, VPS27",1
BC,yeast,3,WDR6,RTT10,1
BC,yeast,3,UTP15,UTP15,1
BC,yeast,3,HSPA9,ECM10,1
BC,yeast,3,SH2D1A,INP53,1
BC,yeast,3,PFKP,PFK2,1
BC,yeast,3,HSP90B1,"HSC82, HSP82",3
BC,yeast,3,GGA3,"HSE1, VPS27",1
BC,yeast,3,GAPDH,TDH2,1
BC,yeast,3,PFKL,PFK2,1
BC,yeast,3,EXOC7,EXO70,1
BC,yeast,3,GBF1,GEA2,1
BC,yeast,3,MON2,GEA2,1
BC,yeast,3,INPPL1,INP53,1
BC,yeast,3,RIOK1,RIO1,3
BC,yeast,3,MAPK9,SLT2,2
BC,yeast,3,HIP1,SLA2,1
BC,yeast,3,SDF2L1,PMT1,1
BC,yeast,3,HSP90AA1,"HSC82, HSP82",3
BC,yeast,3,TIMM50,TIM50,1
BC,yeast,4,KPNA1,SRP1,1
BC,yeast,4,PIAS1,"NFI1, SIZ1",2
BC,yeast,4,PRMT1,HMT1,2
BC,yeast,5,SLC22A9,PHO84,1
BC,yeast,5,SEC61A1,SEC61,11
BC,yeast,5,LMAN1,EMP47,1
BC,yeast,5,ATG9A,ATG9,1
BC,yeast,5,TFRC,"TRE1, TRE2, VPS70",10
BC,yeast,5,TPTE,TEP1,9
BC,yeast,5,DDX54,DBP10,2
BC,yeast,5,GABARAP,ATG8,1
BC,yeast,5,SGTA,SGT1,1
BC,yeast,6,PPP1CC,PPZ1,1
BC,yeast,6,KDM5A,JHD2,6
BC,yeast,6,SRPK2,SLT2,2
BC,yeast,6,PSMC5,RPT6,1
BC,yeast,6,SRPK1,SLT2,2
BC,yeast,6,TBL1XR1,SIF2,1
BC,yeast,6,RPL9,RPL9B,1
BC,yeast,6,HIP1R,SLA2,1
BC,yeast,6,POLR2C,RPB3,4
BC,yeast,6,WDR77,RAD28,1
BC,yeast,6,TRPS1,GZF3,1
BC,yeast,6,NSF,SEC18,1
BC,yeast,6,DNTTIP2,FCF2,1
BC,yeast,6,POLR2I,RPB9,1
BC,yeast,6,TOM1,"HSE1, VPS27",1
BC,yeast,6,MYL6,MLC1,2
BC,yeast,6,ACTB,ACT1,3
BC,yeast,6,KDM4B,JHD2,6
BC,yeast,6,UPF1,NAM7,1
BC,yeast,6,NCAPD2,YCS4,1
BC,yeast,6,EIF5A,HYP2,1
BC,yeast,6,PA2G4,MAP2,1
BC,yeast,6,POLR2K,RPC10,1
BC,yeast,6,SIRT1,SIR2,1
BC,yeast,6,MGMT,MGT1,1
BC,yeast,6,CCT7,CCT7,1
BC,yeast,6,TBL1X,SIF2,1
BC,yeast,6,EIF3F,RPN8,1
BC,yeast,6,PTGES3,SBA1,1
BC,yeast,6,CARM1,HMT1,2
BC,yeast,6,PRMT5,HSL7,1
BC,yeast,6,CNBP,GIS2,1
BC,yeast,6,KDM5B,JHD2,6
BC,yeast,7,MAPRE1,BIM1,1
BC,yeast,7,XPO1,CRM1,3
BC,yeast,7,IDH2,IDP1,1
BC,yeast,7,MAPRE2,BIM1,1
BC,yeast,7,UNC45A,SGT1,1
BC,yeast,7,CSNK1A1,"YCK1, YCK2",2
BC,yeast,7,CSNK1E,"YCK1, YCK2",2
BC,yeast,7,RAD17,RAD24,1
BC,yeast,7,BUB1,BUB1,1
BC,yeast,8,KDM4A,JHD2,6
BC,yeast,8,PRKAA1,KIN2,1
BC,yeast,8,PPP1CA,PPZ1,1
BC,yeast,8,HSP90AB1,"HSC82, HSP82",3
BC,yeast,8,FBXO8,GEA2,1
BC,yeast,9,COPS6,RPN8,1
BC,yeast,10,RPS9,RPS9A,1
BC,yeast,10,RPL14,RPL14A,1
BC,yeast,10,PTEN,TEP1,9
BC,yeast,10,POLDIP2,SMI1,1
BC,yeast,10,IDE,STE23,1
BC,yeast,10,RPS3,RPS3,2
BC,yeast,10,RPS13,RPS13,1
BC,yeast,10,RPS15A,RPS22A,1
BC,yeast,10,UBE2I,UBC9,1
BC,yeast,10,RPL13,RPL13B,1
BC,yeast,10,TUBB4B,TUB2,1
BC,yeast,10,RPL31,RPL31A,1
BC,yeast,10,NDFIP1,BSD2,1
BC,yeast,11,PPIL1,CPR1,1
BC,yeast,11,LIG4,DNL4,1
BC,yeast,12,BLM,SGS1,5
BC,yeast,12,EEF1G,CAM1,1
BC,yeast,12,RAD51,RAD51,1
BC,yeast,13,AMPH,"LSB1, PIN3, RVS167",251
BC,yeast,13,BIN2,"LSB1, PIN3, RVS167",251
BC,yeast,13,BIN1,"LSB1, PIN3, RVS167",251
BC,yeast,13,EEF2,EFT2,2
BC,yeast,13,NCAPD3,YCS4,1
BC,yeast,14,CHEK2,DUN1,78
BC,yeast,14,PPIA,CPR1,1
BC,yeast,14,KAT5,ESA1,1
BC,yeast,14,RSF1,ESA1,1
BC,yeast,14,RAD23A,RAD23,1
BC,yeast,14,MAPK14,SLT2,2
BC,yeast,14,SMARCB1,SNF5,1
BC,yeast,14,RBBP7,RAD28,1
BC,yeast,14,RRM2B,RNR2,1
BC,yeast,14,XRCC5,YKU80,1
BC,yeast,15,ZDHHC17,AKR1,1
BC,yeast,16,ERCC4,RAD1,51
BC,yeast,16,TPT1,TMA19,1
BC,yeast,16,MSH3,MSH3,5
BC,yeast,16,REV1,REV1,1
BC,yeast,16,RPA4,RFA2,1
BC,yeast,16,RAD52,RAD52,1
BC,yeast,16,KIF11,CIN8,1
BC,yeast,16,SNW1,PRP45,1
BC,yeast,16,PLK1,CDC5,2
BC,yeast,16,RAD50,RAD50,64
BC,yeast,16,VRK1,"YCK1, YCK2",2
BC,yeast,16,WDR76,CMR1,2
BC,yeast,16,MUS81,MUS81,2
BC,yeast,16,MAPKAP1,AVO1,1
BC,yeast,16,MLH3,MLH3,189
BC,yeast,16,EXO1,EXO1,4
BC,yeast,16,MSH6,MSH6,56
BC,yeast,16,MSH2,MSH2,67
BC,yeast,16,RAD1,RAD17,1
BC,yeast,16,MMS19,MET18,2
BC,yeast,16,ERCC1,RAD10,2
BC,yeast,16,HDAC6,HDA1,1
BC,yeast,16,HUWE1,TOM1,1
BC,yeast,16,PMS2,PMS1,15
BC,yeast,16,RICTOR,TSC11,1
BC,yeast,16,ACTG1,ACT1,3
BC,yeast,16,RAD18,RAD18,1
BC,yeast,16,MSH4,MSH4,2
BC,yeast,16,RPA1,RFA1,6
BC,yeast,16,MLH1,MLH1,41
BC,yeast,16,SMARCAD1,FUN30,1
BC,yeast,16,CDK9,SGV1,1
BC,yeast,16,XPA,RAD14,2
BC,yeast,16,USP7,UBP14,1
BC,yeast,16,MSH5,MSH5,3
BC,yeast,16,PCNA,POL30,5
BC,yeast,17,VPS36,VPS36,1
BC,yeast,17,ALG2,ALG2,1
BC,yeast,17,ARRDC1,ALY2,1
BC,yeast,17,DMAP1,SWC4,1
BC,yeast,17,TSG101,STP22,59
BC,yeast,17,VPS28,VPS28,1
BC,yeast,17,STAM2,"HSE1, VPS27",1
BC,yeast,17,TOM1L1,"HSE1, VPS27",1
BC,yeast,18,PRC1,ASE1,34
BC,yeast,18,CDK1,CDC28,3
BC,yeast,20,LMAN2L,EMP47,1
BC,fly,0,ECT2,pbl,1
BC,fly,0,ITGA2,"if, scb",1
BC,fly,0,ABCA1,CG8908,1
BC,fly,0,PARD3,baz,1
BC,fly,0,RPN2,OstDelta,1
BC,fly,0,CIT,sti,1
BC,fly,0,PKN2,Pkn,1
BC,fly,0,ITGA5,"if, scb",1
BC,fly,0,RHOA,Rho1,24
BC,fly,0,ARHGDIA,RhoGDI,1
BC,fly,0,JPH1,jp,1
BC,fly,0,GTPBP4,Non1,1
BC,fly,0,ARHGDIG,RhoGDI,1
BC,fly,0,NR1H2,"EcR, Hr96",6
BC,fly,0,ARHGEF2,RhoGEF2,1
BC,fly,0,ITGB1,mys,2
BC,fly,0,PKN3,Pkn,1
BC,fly,0,PKN1,Pkn,1
BC,fly,0,TMX1,ERp60,1
BC,fly,0,ITGA1,"if, scb",1
BC,fly,0,DIAPH2,dia,2
BC,fly,0,AKAP1,spoon,1
BC,fly,0,EHD2,Dap160,1
BC,fly,0,ATAD3A,bor,1
BC,fly,0,TRRAP,Nipped-A,1
BC,fly,1,AIMP1,AIMP1,1
BC,fly,1,NR5A1,Hr39,1
BC,fly,1,PGR,ERR,22
BC,fly,1,NUMA1,GCC185,1
BC,fly,1,RPSA,sta,1
BC,fly,1,KHSRP,Imp,1
BC,fly,1,RBL1,Rbf,1
BC,fly,1,PRKAA2,AMPKalpha,1
BC,fly,1,BARD1,CG7457,3
BC,fly,1,PIAS4,Su(var)2-10,1
BC,fly,1,CAP1,capt,1
BC,fly,1,NR1H3,"EcR, Hr96",6
BC,fly,1,CLK2,Doa,1
BC,fly,1,ROCK2,Rok,1
BC,fly,1,SMC3,SMC3,1
BC,fly,1,HSPB8,"Hsp23, Hsp26",1
BC,fly,1,ABLIM3,Unc-115a,2
BC,fly,2,ERCC3,hay,1
BC,fly,2,HIPK2,mnb,2
BC,fly,2,UBB,CG11700,1
BC,fly,2,PIAS2,Su(var)2-10,1
BC,fly,2,ING4,CG7379,1
BC,fly,2,RAD54L2,CG4049,1
BC,fly,2,ARID3B,retn,1
BC,fly,2,ARID3A,retn,1
BC,fly,2,BRD3,tbrd-1,1
BC,fly,2,SYVN1,sip3,2
BC,fly,2,TSPY1,Nap1,1
BC,fly,2,COPB1,betaCOP,1
BC,fly,2,TFIP11,sip1,1
BC,fly,2,NR1I2,"EcR, Hr96",6
BC,fly,2,PRPF8,Prp8,1
BC,fly,2,HNRNPL,sm,1
BC,fly,2,SSRP1,Hmg-2,1
BC,fly,2,ASPM,asp,1
BC,fly,2,TOPORS,Topors,1
BC,fly,2,FUBP1,Imp,1
BC,fly,2,AIMP2,AIMP2,1
BC,fly,2,DZIP3,sip3,2
BC,fly,2,HSF1,Hsf,1
BC,fly,2,SENP3,Ulp1,1
BC,fly,2,ING1,CG7379,1
BC,fly,2,CCT8,CCT8,1
BC,fly,2,SEC31A,Sec31,1
BC,fly,2,IGF2BP3,Imp,1
BC,fly,2,HEY1,E(spl)m3-HLH,1
BC,fly,2,HIPK1,mnb,2
BC,fly,2,TP53,p53,171
BC,fly,2,CCT3,CCT3,1
BC,fly,2,LRPPRC,bsf,1
BC,fly,2,CRYAB,"Hsp23, Hsp26",1
BC,fly,2,HTT,htt,1
BC,fly,2,SOX4,Sox102F,1
BC,fly,3,HSPA5,Hsc70-3,2
BC,fly,3,EIF4G2,NAT1,1
BC,fly,3,ARHGEF1,RhoGEF2,1
BC,fly,3,PIK3CB,Pi3K68D,66
BC,fly,3,MAP3K12,wnd,1
BC,fly,3,SH2D1A,CG9784,1
BC,fly,3,DOK3,Dok,1
BC,fly,3,FRS2,Dok,1
BC,fly,3,HSP90B1,Gp93,1
BC,fly,3,CAND2,Cand1,1
BC,fly,3,SPSB1,gus,1
BC,fly,3,CADM1,Fas3,7
BC,fly,3,GRIN2B,"GluRIID, Ir68a",1
BC,fly,3,PIK3CA,Pi3K68D,66
BC,fly,3,RET,Ret,4
BC,fly,3,PCBP1,Imp,1
BC,fly,3,ITSN2,Dap160,1
BC,fly,3,PTK7,otk,1
BC,fly,3,DGKZ,rdgA,1
BC,fly,3,WNT2,"Wnt10, Wnt2, Wnt5",8
BC,fly,3,DOK1,Dok,1
BC,fly,3,MPP3,vari,1
BC,fly,3,NLGN3,Glt,1
BC,fly,3,DOK5,Dok,1
BC,fly,3,EPS15,Dap160,1
BC,fly,3,CD109,"Tep2, Tep4",3
BC,fly,3,ITGB2,mys,2
BC,fly,3,SMC2,SMC2,1
BC,fly,3,EPB41L3,cora,1
BC,fly,3,PIK3C2B,Pi3K68D,66
BC,fly,3,IPO7,msk,1
BC,fly,3,PRKCA,Pkn,1
BC,fly,3,GFRA1,Gfrl,1
BC,fly,4,DOCK4,Ziz,1
BC,fly,4,PRKCE,Pkn,1
BC,fly,4,VDR,"EcR, Hr96",6
BC,fly,4,PIAS1,Su(var)2-10,1
BC,fly,5,SPTBN1,beta-Spec,1
BC,fly,5,RHOB,Rho1,24
BC,fly,5,RAB5C,Rab5,1
BC,fly,5,CKAP4,SMC3,1
BC,fly,5,ABCC1,MRP,2
BC,fly,5,ANKRD13A,CG15118,1
BC,fly,5,CLTC,Chc,1
BC,fly,5,RPN1,CG33303,1
BC,fly,5,RHOC,Rho1,24
BC,fly,6,ISL1,tup,1
BC,fly,6,NR2C1,Hr78,3
BC,fly,6,EPAS1,sima,2
BC,fly,6,PSMC5,Rpt6,1
BC,fly,6,RNF111,CG6923,1
BC,fly,6,ESRRA,ERR,22
BC,fly,6,RXRA,Hr78,3
BC,fly,6,CCT5,CCT5,1
BC,fly,6,CTBP2,CtBP,1
BC,fly,6,NSF,comt,1
BC,fly,6,NR2F6,Hr78,3
BC,fly,6,NR2C2,Hr78,3
BC,fly,6,TSPYL1,Nap1,1
BC,fly,6,ESR1,ERR,22
BC,fly,6,BRD8,Brd8,1
BC,fly,6,NR2F2,Hr78,3
BC,fly,6,GTF2H1,Tfb1,1
BC,fly,6,FTSJ3,CG8939,1
BC,fly,6,CCT7,CCT7,1
BC,fly,6,CARM1,Art4,1
BC,fly,6,RRP12,CG2691,1
BC,fly,6,BCAS2,BCAS2,1
BC,fly,6,P4HB,ERp60,1
BC,fly,6,CNBP,CNBP,1
BC,fly,6,PDIA6,CaBP1,1
BC,fly,6,THRB,Hr96,6
BC,fly,6,MEN1,Mnn1,1
BC,fly,6,HDLBP,Dp1,1
BC,fly,7,YWHAB,14-3-3zeta,2
BC,fly,7,YWHAQ,14-3-3zeta,2
BC,fly,7,TLN1,rhea,1
BC,fly,7,ANLN,scra,1
BC,fly,7,Apc2,"Apc, Apc2",819
BC,fly,7,APC,"Apc, Apc2",819
BC,fly,7,JUP,arm,2
BC,fly,7,ACTN1,Actn,1
BC,fly,7,SFN,14-3-3zeta,2
BC,fly,7,YWHAZ,14-3-3zeta,2
BC,fly,7,CFTR,MRP,2
BC,fly,7,KIFAP3,Kap3,2
BC,fly,8,TNKS,Tnks,1
BC,fly,8,GFER,Alr,1
BC,fly,8,PPP1CA,Pp1-87B,1
BC,fly,8,RBL2,Rbf,1
BC,fly,8,PPP2R1B,Pp2A-29B,1
BC,fly,8,MYOD1,nau,1
BC,fly,8,TNKS2,Tnks,1
BC,fly,8,RB1,Rbf,1
BC,fly,9,STAU1,Zn72D,1
BC,fly,9,ZNF785,CG1602,1
BC,fly,9,HSPB6,Hsp27,1
BC,fly,9,CTBP1,CtBP,1
BC,fly,10,CCT4,CCT4,1
BC,fly,10,PICK1,PICK1,1
BC,fly,10,CCT2,CCT2,1
BC,fly,10,SSR4,Tapdelta,1
BC,fly,10,MCRS1,Rcd5,1
BC,fly,10,GPC1,dlp,4
BC,fly,10,PTEN,Pten,62
BC,fly,10,RPS15A,RpS15Aa,1
BC,fly,10,UBE2I,lwr,4
BC,fly,10,CAD,r,1
BC,fly,10,TUBB4B,betaTub56D,1
BC,fly,10,MPRIP,osp,1
BC,fly,11,NCBP1,Cbp80,1
BC,fly,11,THOC3,tex,1
BC,fly,11,THOC2,tho2,1
BC,fly,11,THOC5,thoc5,25
BC,fly,11,THOC7,thoc7,1
BC,fly,11,THOC1,Hpr1,1
BC,fly,12,LZTS1,CG15365,15
BC,fly,12,LZTS2,CG15365,15
BC,fly,12,DYRK1A,mnb,2
BC,fly,12,RAD51,spn-A,2
BC,fly,12,RAD51C,spn-D,2
BC,fly,12,XRCC3,spn-B,1
BC,fly,13,AMPH,Amph,18
BC,fly,13,BIN2,Amph,18
BC,fly,13,IGF2BP1,Imp,1
BC,fly,13,MTM1,"CG14411, Sbf, mtm",1
BC,fly,13,BIN1,Amph,18
BC,fly,13,EHBP1L1,Ehbp1,1
BC,fly,14,CHEK2,lok,11
BC,fly,14,TP63,p53,171
BC,fly,14,SIAH2,sina,1
BC,fly,14,RELA,dl,1
BC,fly,14,VCP,TER94,1
BC,fly,14,TCF4,da,5
BC,fly,14,YY1,pho,1
BC,fly,14,TCF3,da,5
BC,fly,14,GINS2,Psf2,1
BC,fly,14,PPP2R1A,Pp2A-29B,1
BC,fly,14,NFKB1,dl,1
BC,fly,14,MAPK14,p38b,1
BC,fly,14,SMARCB1,Snr1,1
BC,fly,14,PEX5,Pex5,1
BC,fly,14,ZRANB1,trbd,2
BC,fly,14,TWIST1,"CG33557, Fer3, HLH54F, Hand, twi",27
BC,fly,14,HDAC2,HDAC1,1
BC,fly,15,CANX,Cnx99A,1
BC,fly,15,B4GAT1,CG15483,1
BC,fly,15,USE1,Use1,1
BC,fly,15,GMCL1,gcl,1
BC,fly,15,ATAD1,Kat60,1
BC,fly,15,BSCL2,Seipin,9
BC,fly,16,ERCC4,mei-9,3
BC,fly,16,MYOG,nau,1
BC,fly,16,TPT1,Tctp,2
BC,fly,16,RPA4,RPA2,1
BC,fly,16,ILF3,Zn72D,1
BC,fly,16,HIF1A,sima,2
BC,fly,16,NBN,nbs,9
BC,fly,16,RAD50,rad50,17
BC,fly,16,TP73,p53,171
BC,fly,16,MAF1,Maf1,1
BC,fly,16,PHRF1,CG2926,2
BC,fly,16,SPTAN1,alpha-Spec,3
BC,fly,16,MSH6,Msh6,4
BC,fly,16,MSH2,spel1,6
BC,fly,16,TULP2,ktub,1
BC,fly,16,ESR2,ERR,22
BC,fly,16,HNF4A,Hr78,3
BC,fly,16,PRKCZ,Pkn,1
BC,fly,16,ERCC1,Ercc1,1
BC,fly,16,PMS2,Pms2,49
BC,fly,16,CDC5L,Cdc5,1
BC,fly,16,DOCK5,Ziz,1
BC,fly,16,RPA1,RPA1,1
BC,fly,16,MLH1,Mlh1,33
BC,fly,16,RFC1,Gnf1,1
BC,fly,16,PPARG,"EcR, Hr96",6
BC,fly,16,FRMD6,cora,1
BC,fly,17,NR3C1,ERR,22
BC,fly,17,AR,ERR,22
BC,fly,17,HGS,Hrs,1
BC,fly,17,ROCK1,Rok,1
BC,fly,17,VPS37C,Vps37B,1
BC,fly,17,TSG101,TSG101,40
BC,fly,17,ITSN1,Dap160,1
BC,fly,17,VPS28,Vps28,1
BC,fly,17,VPS37D,Vps37B,1
BC,fly,17,VPS37B,Vps37B,1
BC,fly,18,TIMP3,Timp,1
BC,fly,18,TIMP2,Timp,1
BC,fly,20,PTCH1,"Ptr, disp, ptc",124
BC,fly,20,CACNA2D1,stj,1
BC,fly,20,ABCA2,CG8908,1
BC,fly,20,ITGA7,"if, scb",1
BC,fly,20,SMO,smo,1
BC,fly,20,PLXNB2,PlexB,1
BC,fly,20,ITGA6,"if, scb",1
BC,fly,20,WWP1,Su(dx),1
BC,fly,20,ITGA4,"if, scb",1
BC,fly,20,ITGAV,"if, scb",1
BC,fly,20,MUCL1,CG13965,1
BC,fly,20,ARSK,CG30059,1
BC,fly,20,CACNA2D2,stj,1
BC,fly,20,SULF2,CG30059,1
